7.6734860, 45.0308950
7.6733580, 45.0308430
7.6732010, 45.0307580
7.6729780, 45.0305760
7.6728420, 45.0303410
7.6728180, 45.0301880
7.6729600, 45.0299250
7.6729870, 45.0298530
7.6728960, 45.0297560
7.6728160, 45.0296440
7.6726900, 45.0294370
7.6725870, 45.0292750
7.6724530, 45.0290320
7.6723080, 45.0286040
7.6721950, 45.0283230
7.6720880, 45.0279550
7.6719490, 45.0275340
7.6718310, 45.0271780
7.6716920, 45.0266930
7.6715360, 45.0261960
7.6713860, 45.0257330
7.6711420, 45.0250200
7.6708250, 45.0240560
7.6705730, 45.0232900
7.6703850, 45.0226830
7.6702030, 45.0221450
7.6701170, 45.0218830
7.6699560, 45.0214010
7.6698270, 45.0209420
7.6696550, 45.0205020
7.6695100, 45.0199410
7.6693060, 45.0193490
7.6690910, 45.0186300
7.6689270, 45.0181160
7.6688330, 45.0177310
7.6686830, 45.0175760
7.6685520, 45.0174940
7.6684030, 45.0174370
7.6681530, 45.0173770
7.6680070, 45.0172710
7.6680280, 45.0171400
7.6681140, 45.0170150
7.6682910, 45.0169300
7.6685270, 45.0169320
7.6686910, 45.0170270
7.6688060, 45.0171730
7.6689050, 45.0173570
7.6689800, 45.0175620
7.6690390, 45.0177670
7.6691490, 45.0180680
7.6692620, 45.0184470
7.6693850, 45.0188380
7.6694840, 45.0191150
7.6695620, 45.0193730
7.6696290, 45.0195800
7.6697040, 45.0198340
7.6697950, 45.0201030
7.6698570, 45.0203250
7.6699560, 45.0205900
7.6700770, 45.0209390
7.6701840, 45.0213070
7.6703100, 45.0216710
7.6704120, 45.0219690
7.6704920, 45.0222360
7.6705750, 45.0224960
7.6706550, 45.0227780
7.6707520, 45.0230510
7.6708540, 45.0233660
7.6709370, 45.0236560
7.6710390, 45.0239210
7.6711280, 45.0242340
7.6712140, 45.0244990
7.6713240, 45.0248360
7.6714470, 45.0251890
7.6715650, 45.0255950
7.6716860, 45.0259290
7.6717880, 45.0262720
7.6718950, 45.0265830
7.6720020, 45.0269130
7.6721090, 45.0272430
7.6722060, 45.0275600
7.6723160, 45.0278710
7.6724130, 45.0282200
7.6725340, 45.0285950
7.6726360, 45.0289360
7.6728100, 45.0292810
7.6729980, 45.0295390
7.6731400, 45.0297250
7.6733300, 45.0299240
7.6734990, 45.0300950
7.6735420, 45.0302580
7.6737220, 45.0304290
7.6738800, 45.0305650
7.6740360, 45.0307360
7.6739340, 45.0308930
7.6736870, 45.0309480
7.6734860, 45.0308950
7.6733580, 45.0308430
7.6732010, 45.0307580
7.6729780, 45.0305760
7.6728420, 45.0303410
7.6728180, 45.0301880
7.6729600, 45.0299250
7.6729870, 45.0298530
7.6728960, 45.0297560
7.6728160, 45.0296440
7.6726900, 45.0294370
7.6725870, 45.0292750
7.6724530, 45.0290320
7.6723080, 45.0286040
7.6721950, 45.0283230
7.6720880, 45.0279550
7.6719490, 45.0275340
7.6718310, 45.0271780
7.6716920, 45.0266930
7.6715360, 45.0261960
7.6713860, 45.0257330
7.6711420, 45.0250200
7.6708250, 45.0240560
7.6705730, 45.0232900
7.6703850, 45.0226830
7.6702030, 45.0221450
7.6701170, 45.0218830
7.6699560, 45.0214010
7.6698270, 45.0209420
7.6696550, 45.0205020
7.6695100, 45.0199410
7.6693060, 45.0193490
7.6690910, 45.0186300
7.6689270, 45.0181160
7.6688330, 45.0177310
7.6686830, 45.0175760
7.6685520, 45.0174940
7.6684030, 45.0174370
7.6681530, 45.0173770
7.6680070, 45.0172710
7.6680280, 45.0171400
7.6681140, 45.0170150
7.6682910, 45.0169300
7.6685270, 45.0169320
7.6686910, 45.0170270
7.6688060, 45.0171730
7.6689050, 45.0173570
7.6689800, 45.0175620
7.6690390, 45.0177670
7.6691490, 45.0180680
7.6692620, 45.0184470
7.6693850, 45.0188380
7.6694840, 45.0191150
7.6695620, 45.0193730
7.6696290, 45.0195800
7.6697040, 45.0198340
7.6697950, 45.0201030
7.6698570, 45.0203250
7.6699560, 45.0205900
7.6700770, 45.0209390
7.6701840, 45.0213070
7.6703100, 45.0216710
7.6704120, 45.0219690
7.6704920, 45.0222360
7.6705750, 45.0224960
7.6706550, 45.0227780
7.6707520, 45.0230510
7.6708540, 45.0233660
7.6709370, 45.0236560
7.6710390, 45.0239210
7.6711280, 45.0242340
7.6712140, 45.0244990
7.6713240, 45.0248360
7.6714470, 45.0251890
7.6715650, 45.0255950
7.6716860, 45.0259290
7.6717880, 45.0262720
7.6718950, 45.0265830
7.6720020, 45.0269130
7.6721090, 45.0272430
7.6722060, 45.0275600
7.6723160, 45.0278710
7.6724130, 45.0282200
7.6725340, 45.0285950
7.6726360, 45.0289360
7.6728100, 45.0292810
7.6729980, 45.0295390
7.6731400, 45.0297250
7.6733300, 45.0299240
7.6734990, 45.0300950
7.6735420, 45.0302580
7.6737220, 45.0304290
7.6738800, 45.0305650
7.6740360, 45.0307360
7.6739340, 45.0308930
7.6736870, 45.0309480
